family,method,run,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_prediction_mean
permutation,permuted_llm_a1p25,106,2.6618599875649944,3.8725897024295413,-0.6488882822295462,0.13171597978484106,3.1830253999504095
permutation,permuted_gated_a1_d0p15,106,2.582130529147609,3.674351674341859,0.014411722846015987,0.21833570094302912,3.846325405025972
permutation,permuted_llm_a1p25,107,2.6450844661823196,3.8802468233535254,-0.6336788910140434,0.12827893676412083,3.198234791165912
permutation,permuted_gated_a1_d0p15,107,2.5859149483542043,3.6933542378480095,0.01921638618990216,0.21022976232482382,3.851130068369858
permutation,permuted_llm_a1p25,108,2.651872270633349,3.898961644119947,-0.6328317605247045,0.11984986176847756,3.1990819216552513
permutation,permuted_gated_a1_d0p15,108,2.580823298537964,3.690548385935804,0.02064640763908698,0.2114292879843478,3.852560089819043
permutation,permuted_llm_a1p25,109,2.6587171787058237,3.8851004253632575,-0.6402881171269226,0.1260967903905973,3.191625565053034
permutation,permuted_gated_a1_d0p15,109,2.587101419153786,3.6823370426555915,0.017575947165493298,0.21493446963454854,3.8494896293454492
permutation,permuted_llm_a1p25,110,2.627872550618001,3.8501608933909135,-0.6496098843103332,0.14174450472207212,3.1823037978696225
permutation,permuted_gated_a1_d0p15,110,2.5739929249068334,3.6612078224744904,0.02438997501203179,0.223918021037114,3.856303657191988
permutation,permuted_llm_a1p25,111,2.656761667221675,3.898173729338598,-0.647944130589366,0.12020555299929037,3.18396955159059
permutation,permuted_gated_a1_d0p15,111,2.5746588236885346,3.686622060740534,0.008184995741344635,0.21310629515848167,3.8400986779213007
permutation,permuted_llm_a1p25,112,2.6517780110343776,3.8678117288850524,-0.6403125614046536,0.13385722330209726,3.191601120775302
permutation,permuted_gated_a1_d0p15,112,2.5769511464158583,3.664625758395688,0.011432451488006961,0.22246831548933443,3.843346133667963
permutation,permuted_llm_a1p25,113,2.638291322435144,3.884348632825267,-0.6413912049654652,0.12643496972892032,3.1905224772144907
permutation,permuted_gated_a1_d0p15,113,2.571696133353503,3.6756523242173658,0.017576913645902227,0.21778221472043602,3.8494905958258583
permutation,permuted_llm_a1p25,114,2.615502669205783,3.83626863939538,-0.6422120129943075,0.14792689191683728,3.1897016691856486
permutation,permuted_gated_a1_d0p15,114,2.5700067453200135,3.657774966388424,0.02515566671608665,0.2253726933027721,3.857069348896043
permutation,permuted_llm_a1p25,115,2.6325636362405316,3.878992127229184,-0.6480419742317137,0.1288425958587729,3.1838717079482426
permutation,permuted_gated_a1_d0p15,115,2.5762941157518635,3.6764547449760925,0.018402680808103002,0.21744065015146707,3.850316362988059
permutation,permuted_llm_a1p25,116,2.646608983603578,3.893548937482807,-0.6220932532506079,0.12229189025613874,3.209820428929348
permutation,permuted_gated_a1_d0p15,116,2.580643710484209,3.686806131947261,0.036601992911578535,0.2130277147738172,3.868515675091535
permutation,permuted_llm_a1p25,117,2.641284356302896,3.8846496568846796,-0.6379035239044022,0.12629956773190576,3.1940101582755536
permutation,permuted_gated_a1_d0p15,117,2.5852843865446733,3.688410568282141,0.024424313426844108,0.21234261139426913,3.8563379956068
permutation,permuted_llm_a1p25,118,2.621657152759494,3.872711768256625,-0.6543117398318937,0.13166124149051706,3.1776019423480624
permutation,permuted_gated_a1_d0p15,118,2.5690302934015112,3.6671238043570438,0.011173893495775628,0.22140792241542018,3.8430875756757312
permutation,permuted_llm_a1p25,119,2.6277416245631358,3.8411817563226993,-0.6414738863801361,0.1457429908775273,3.19043979579982
permutation,permuted_gated_a1_d0p15,119,2.5708522625242125,3.6580385373861475,0.02413814428357461,0.22526105349444314,3.856051826463531
permutation,permuted_llm_a1p25,120,2.6258741287138916,3.8656096421316417,-0.6385655985227844,0.13484319610264306,3.1933480836571717
permutation,permuted_gated_a1_d0p15,120,2.587448243986394,3.682850375428592,0.031154517703531694,0.2147155717167687,3.8630681998834877
permutation,permuted_llm_a1p25,121,2.6215395900856833,3.859030946483563,-0.6299624234967011,0.1377854280887112,3.2019512586832555
permutation,permuted_gated_a1_d0p15,121,2.5822814849132834,3.6772856660764384,0.02875990991435612,0.21708687533164228,3.860673592094312
permutation,permuted_llm_a1p25,122,2.6540100630550594,3.8930900086976172,-0.6476124063826135,0.12249878724594321,3.1843012757973423
permutation,permuted_gated_a1_d0p15,122,2.58136165055294,3.683494966022259,0.01898406464351258,0.21444065897153852,3.850897746823468
permutation,permuted_llm_a1p25,123,2.664564768911866,3.905144945215971,-0.6486622150006682,0.11705601602848648,3.1832514671792875
permutation,permuted_gated_a1_d0p15,123,2.5823162208615704,3.6869125525165196,0.01087691185432772,0.2129822818194823,3.842790594034284
permutation,permuted_llm_a1p25,124,2.6360901532151955,3.9166380425910905,-0.647994385690117,0.11185124432855176,3.1839192964898393
permutation,permuted_gated_a1_d0p15,124,2.5878262835699357,3.7053088552799958,0.013939796659689748,0.20510884493391535,3.845853478839646
permutation,permuted_llm_a1p25,125,2.6322579504783232,3.856012195235123,-0.6484169021033075,0.1391338460302588,3.1834967800766485
permutation,permuted_gated_a1_d0p15,125,2.5653739919609198,3.665360262034755,0.0012325186421814293,0.22215660175789198,3.8331462008221373
permutation,permuted_llm_a1p25,126,2.648968173171233,3.898881325550078,-0.6666819182108947,0.11988612356261363,3.1652317639690613
permutation,permuted_gated_a1_d0p15,126,2.5822535371593074,3.6791893196104835,0.00701425210967737,0.21627607016436645,3.838927934289633
permutation,permuted_llm_a1p25,127,2.6203784666850356,3.847220376375942,-0.6192843721340707,0.14305497003897794,3.212629310045885
permutation,permuted_gated_a1_d0p15,127,2.565048903700991,3.6604660903753463,0.03511789897192489,0.22423244547445398,3.8670315811518807
permutation,permuted_llm_a1p25,128,2.625858634214131,3.9030150279844626,-0.6539681360963855,0.11801889181466219,3.1779455460835706
permutation,permuted_gated_a1_d0p15,128,2.575963723670309,3.68993604157394,0.017425111872213166,0.21169094924382403,3.8493387940521693
permutation,permuted_llm_a1p25,129,2.623545775921074,3.864567233199981,-0.6563775106202073,0.13530973342331754,3.1755361715597483
permutation,permuted_gated_a1_d0p15,129,2.567825333146507,3.6716463788826466,-0.0027930877110708572,0.21948630088633336,3.8291205944688858
permutation,permuted_llm_a1p25,130,2.6338649036358466,3.8694918121512876,-0.6579043409930997,0.13310459719859846,3.174009341186857
permutation,permuted_gated_a1_d0p15,130,2.5709947091081338,3.6708505951954344,0.0035846923733714423,0.21982459749515026,3.8354983745533278
permutation,permuted_llm_a1p25,131,2.6316599884627756,3.8593098379424173,-0.6510236398713366,0.13766079940742026,3.1808900423086195
permutation,permuted_gated_a1_d0p15,131,2.5832171367946195,3.6804290457030353,0.017857420146975764,0.2157478197186058,3.849771102326932
permutation,permuted_llm_a1p25,132,2.634121730446135,3.8522481696216153,-0.6539198133703458,0.14081368550055706,3.1779938688096103
permutation,permuted_gated_a1_d0p15,132,2.57106064982285,3.668413446075489,0.0024015008477128504,0.22086020085564717,3.834315183027669
permutation,permuted_llm_a1p25,133,2.636440818172632,3.8535155523741667,-0.6485539515279338,0.14024825098320892,3.1833597306520223
permutation,permuted_gated_a1_d0p15,133,2.5751107520947487,3.6688126932880336,0.005244358109908159,0.22069059820589754,3.8371580402898644
permutation,permuted_llm_a1p25,134,2.6248353182659687,3.8593844686927063,-0.6483722356160343,0.13762744751471956,3.1835414465639222
permutation,permuted_gated_a1_d0p15,134,2.569570716703959,3.6566407137385513,0.011573742561928203,0.22585303277453095,3.843487424741884
permutation,permuted_llm_a1p25,135,2.6364034227163526,3.856530761737335,-0.6595050692175312,0.13890228744312505,3.1724086129624247
permutation,permuted_gated_a1_d0p15,135,2.576649513484625,3.6710813943646645,0.008623272643778442,0.2197264897183816,3.840536954823735
permutation,permuted_llm_a1p25,136,2.6246683559472257,3.8323310291983264,-0.6299762290681277,0.14967515836666445,3.2019374531118285
permutation,permuted_gated_a1_d0p15,136,2.5759163976172395,3.665129575491711,0.028861586579545597,0.22225450883665276,3.8607752687595016
permutation,permuted_llm_a1p25,137,2.6429518699789583,3.8886560067164515,-0.6404560893265127,0.12449649415036002,3.1914575928534434
permutation,permuted_gated_a1_d0p15,137,2.582268886776711,3.6928678839098996,0.019455178646414467,0.2104377481015569,3.8513688608263705
permutation,permuted_llm_a1p25,138,2.6394740108699484,3.8596538727860605,-0.6750829090965809,0.13750704758758292,3.1568307730833753
permutation,permuted_gated_a1_d0p15,138,2.5739751486442763,3.6790345252455197,-0.016062012961465078,0.21634201593960378,3.815851669218491
permutation,permuted_llm_a1p25,139,2.66833835689376,3.891242857444903,-0.644298803360151,0.12333128427661533,3.187614878819805
permutation,permuted_gated_a1_d0p15,139,2.583037226636601,3.67591441524128,0.011496377853523816,0.21767065924600826,3.84341006003348
permutation,permuted_llm_a1p25,140,2.6264503555547876,3.8957414217673327,-0.6627834337024868,0.12130312495308493,3.169130248477469
permutation,permuted_gated_a1_d0p15,140,2.5595335928846703,3.670630412045355,0.006537219784672959,0.2199181868807314,3.8384509019646287
permutation,permuted_llm_a1p25,141,2.623249629376584,3.8491154610510367,-0.6405992106961579,0.14221052484996555,3.191314471483798
permutation,permuted_gated_a1_d0p15,141,2.5779781920230826,3.6723303966064633,0.013521548907506757,0.21919545864312262,3.8454352310874627
permutation,permuted_llm_a1p25,142,2.633225362021829,3.8625657018839115,-0.6518179122388335,0.1362051798527708,3.1800957699411225
permutation,permuted_gated_a1_d0p15,142,2.586228476532467,3.6844918681726924,0.009368758357456214,0.2140153934146226,3.8412824405374115
permutation,permuted_llm_a1p25,143,2.654463068331978,3.9217578243486257,-0.6711872950290387,0.10952777214503906,3.1607263871509175
permutation,permuted_gated_a1_d0p15,143,2.5757030166066146,3.685524640334704,-0.012628712060459199,0.21357470481099194,3.819284970119497
permutation,permuted_llm_a1p25,144,2.662807534373396,3.9051749414505084,-0.637272546928925,0.1170424518218226,3.194641135251031
permutation,permuted_gated_a1_d0p15,144,2.5889860181540536,3.6997276550551503,0.01334539597932645,0.20750168484036358,3.8452590781592826
permutation,permuted_llm_a1p25,145,2.6368764005856367,3.8725579278686553,-0.6283173481687203,0.13173022825028735,3.2035963340112352
permutation,permuted_gated_a1_d0p15,145,2.567082911124865,3.677177136348282,0.028380221128648058,0.21713308772982554,3.8602939033086043
permutation,permuted_llm_a1p25,146,2.6264507171006093,3.8697590432430298,-0.637705030309621,0.1329848556844404,3.194208651870335
permutation,permuted_gated_a1_d0p15,146,2.5822516681394014,3.693212875388254,0.008377799756204325,0.21029021779141366,3.84029148193616
permutation,permuted_llm_a1p25,147,2.630473094228959,3.852237712721261,-0.6498833281498837,0.1408183500045489,3.182030354030072
permutation,permuted_gated_a1_d0p15,147,2.564434597451486,3.6675919690120913,0.007850713514113986,0.22120911126069687,3.8397643956940697
permutation,permuted_llm_a1p25,148,2.625514622120824,3.870611705657107,-0.6364882474001228,0.13260273748885532,3.195425434779833
permutation,permuted_gated_a1_d0p15,148,2.5837054333739196,3.6864372606383906,0.01815695427051909,0.21318518276341314,3.850070636450475
permutation,permuted_llm_a1p25,149,2.632398767682256,3.886427089677872,-0.651590934508293,0.12549985645087836,3.180322747671663
permutation,permuted_gated_a1_d0p15,149,2.5637919958960147,3.676059601045973,0.010939797547394912,0.2176088594622757,3.842853479727351
permutation,permuted_llm_a1p25,150,2.6175066644222595,3.83100076643275,-0.6065844665232188,0.15026537833767772,3.225329215656737
permutation,permuted_gated_a1_d0p15,150,2.5782527892779727,3.667801076542028,0.048740126012444256,0.22112030330009036,3.8806538081924007
permutation,permuted_llm_a1p25,151,2.642001347621865,3.8911058850918114,-0.6573875627011501,0.12339300094034844,3.1745261194788066
permutation,permuted_gated_a1_d0p15,151,2.5731715627608227,3.685628935073898,-0.0019395680242586225,0.21353019490286074,3.829974114155697
permutation,permuted_llm_a1p25,152,2.6448545273070767,3.9156450772289855,-0.6339791514010255,0.11230152293446516,3.19793453077893
permutation,permuted_gated_a1_d0p15,152,2.587693242136515,3.7197539182384203,0.017861063565949936,0.19889903361667083,3.849774745745906
permutation,permuted_llm_a1p25,153,2.675106017849684,3.9004957317838564,-0.6409339166951424,0.11915711676437157,3.190979765484814
permutation,permuted_gated_a1_d0p15,153,2.5908334227319205,3.6925728551002557,0.0180133302330391,0.21056390171090922,3.849927012412995
permutation,permuted_llm_a1p25,154,2.6235339017067463,3.8537629203659898,-0.6368467675928339,0.14013786767901049,3.1950669145871218
permutation,permuted_gated_a1_d0p15,154,2.562147708763854,3.652725559747827,0.024637219530202065,0.22750989886292594,3.856550901710158
permutation,permuted_llm_a1p25,155,2.6261114110499597,3.8870491798372626,-0.6254351984692121,0.12521987617033115,3.206478483710744
permutation,permuted_gated_a1_d0p15,155,2.5802819291071004,3.691615388839133,0.03959459047470483,0.21097324254932504,3.871508272654661
permutation,permuted_llm_a1p25,156,2.6657477715062408,3.8803521590844228,-0.6358055767980371,0.1282316074957195,3.196108105381919
permutation,permuted_gated_a1_d0p15,156,2.590349921420837,3.6895007009449987,0.021724691580548818,0.21187694851841077,3.853638373760505
permutation,permuted_llm_a1p25,157,2.6415233048935236,3.881683696553088,-0.6433438781497983,0.12763321261136296,3.188569804030158
permutation,permuted_gated_a1_d0p15,157,2.5813068115129747,3.6847329201819083,0.019412236811842936,0.21391254646960445,3.8513259189917988
permutation,permuted_llm_a1p25,158,2.6393855600396687,3.867267824760237,-0.6532289343270193,0.13410080574004535,3.1786847478529365
permutation,permuted_gated_a1_d0p15,158,2.58174886172382,3.6736233800962395,0.009588150347732157,0.2186455380205483,3.841501832527688
permutation,permuted_llm_a1p25,159,2.6477012979326497,3.8979935808277006,-0.6528267530548295,0.12028686799869726,3.1790869291251265
permutation,permuted_gated_a1_d0p15,159,2.576685554527601,3.6776311199878426,0.015365127081881109,0.2169397705757713,3.847278809261837
permutation,permuted_llm_a1p25,160,2.6348265270566977,3.867368627202302,-0.6533993162064872,0.13405566488356413,3.1785143659734687
permutation,permuted_gated_a1_d0p15,160,2.5777936416790013,3.6893770458314785,0.00974216142921112,0.2119297761610479,3.8416558436091672
permutation,permuted_llm_a1p25,161,2.628117736178043,3.850872139898946,-0.6375480184948308,0.14142738155558698,3.1943656636851254
permutation,permuted_gated_a1_d0p15,161,2.5640950340263515,3.664527586613551,0.02454797531388685,0.22250997357599467,3.856461657493843
permutation,permuted_llm_a1p25,162,2.668782782258517,3.912530677836801,-0.634800982764512,0.11371306462403263,3.1971126994154435
permutation,permuted_gated_a1_d0p15,162,2.59453352055206,3.6928354286935234,0.022458052894645444,0.21045162636740744,3.854371735074601
permutation,permuted_llm_a1p25,163,2.6365381223229107,3.8860686017069312,-0.6545418540846978,0.12566117856815395,3.177371828095258
permutation,permuted_gated_a1_d0p15,163,2.577960954442662,3.69295156983651,0.0029323630027440492,0.21040196236568665,3.8348460451827
permutation,permuted_llm_a1p25,164,2.641319666071587,3.900699074745761,-0.6358346104548536,0.11906527312090431,3.1960790717251024
permutation,permuted_gated_a1_d0p15,164,2.5822928679668764,3.6980548724594478,0.020485486534535274,0.20821815795330856,3.8523991687144914
permutation,permuted_llm_a1p25,165,2.639903993438093,3.8558456158066923,-0.6204669921882278,0.13920822312614578,3.211446689991728
permutation,permuted_gated_a1_d0p15,165,2.5857134947392852,3.673164203353096,0.034386000655399124,0.21884085329242797,3.866299682835355
permutation,permuted_llm_a1p25,166,2.6587677644981316,3.916900000240766,-0.6447881338951357,0.11173243572866953,3.18712554828482
permutation,permuted_gated_a1_d0p15,166,2.5892341050516365,3.710258059645761,0.01657787270591382,0.2029839445190713,3.8484915548858694
permutation,permuted_llm_a1p25,167,2.6739095840361453,3.9169399981817863,-0.6741970495316518,0.11171429431324009,3.1577166326483037
permutation,permuted_gated_a1_d0p15,167,2.5934174130810432,3.708997607752432,-0.006492323980465721,0.20352537842375618,3.8254213581994905
permutation,permuted_llm_a1p25,168,2.624190299578629,3.8596658203788023,-0.6395872788279348,0.13750170787017468,3.192326403352021
permutation,permuted_gated_a1_d0p15,168,2.57174177923487,3.6672247634764354,0.016345242352580634,0.22136505118621852,3.848258924532537
permutation,permuted_llm_a1p25,169,2.6438920546802325,3.9026685661235785,-0.6417047329816508,0.11817546782131871,3.1902089491983054
permutation,permuted_gated_a1_d0p15,169,2.585932053816721,3.7049002582968518,0.015146146628403733,0.2052841459588597,3.84705982880836
permutation,permuted_llm_a1p25,170,2.6684612610647487,3.8830671046689154,-0.6456867223202137,0.1270112895269231,3.186226959859742
permutation,permuted_gated_a1_d0p15,170,2.5915184667295064,3.6853695611196238,0.012894823427753934,0.21364088570165174,3.84480850560771
permutation,permuted_llm_a1p25,171,2.624906412993577,3.8647558590219613,-0.6607942368718069,0.13522532195735137,3.1711194453081495
permutation,permuted_gated_a1_d0p15,171,2.5787310068492575,3.675789280824845,-0.0015683998933969422,0.21772392199817148,3.830345282286559
permutation,permuted_llm_a1p25,172,2.614943916467242,3.8566245117585485,-0.6485502709042327,0.1388604213645006,3.1833634112757236
permutation,permuted_gated_a1_d0p15,172,2.5634884235127715,3.6642139097099453,0.014266140548492031,0.22264307134668315,3.8461798227284483
permutation,permuted_llm_a1p25,173,2.6401982109129065,3.860505438933438,-0.6371396265792497,0.13712641717413554,3.1947740556007065
permutation,permuted_gated_a1_d0p15,173,2.581976788793519,3.6718961270718893,0.01112293817883058,0.21938011499988108,3.8430366203587867
permutation,permuted_llm_a1p25,174,2.6213969641221424,3.8631687628708087,-0.6506741029815434,0.1359354308504116,3.181239579198413
permutation,permuted_gated_a1_d0p15,174,2.563366479891206,3.6687183295064427,0.0009814028560676477,0.22073068618127534,3.8328950850360237
permutation,permuted_llm_a1p25,175,2.652599009427405,3.901068291287746,-0.656208360332333,0.11889849734009905,3.175705321847623
permutation,permuted_gated_a1_d0p15,175,2.590299870376946,3.693754572844296,0.004304333719160134,0.21005854138022417,3.836218015899116
permutation,permuted_llm_a1p25,176,2.6543882712740268,3.8578458653676284,-0.6354239676861473,0.13831490677304192,3.1964897144938087
permutation,permuted_gated_a1_d0p15,176,2.5883045328851138,3.6768555138555477,0.0181276388231153,0.2172700278810491,3.8500413210030713
permutation,permuted_llm_a1p25,177,2.64943753697198,3.8929015094079116,-0.6494718643767917,0.12258376054504583,3.1824418178031646
permutation,permuted_gated_a1_d0p15,177,2.5877907428861113,3.6892148970022465,0.00527448118389391,0.2119990463139657,3.8371881633638507
permutation,permuted_llm_a1p25,178,2.656575535416934,3.900066375440741,-0.644005422396642,0.11935102784123286,3.187908259783314
permutation,permuted_gated_a1_d0p15,178,2.58296020608561,3.6934766180219647,0.014856066222416602,0.2101774230071498,3.8467697484023726
permutation,permuted_llm_a1p25,179,2.6205136341187063,3.844335346392409,-0.6458020130277763,0.14433973403514222,3.18611166915218
permutation,permuted_gated_a1_d0p15,179,2.5768243383498555,3.676100099176199,0.0175434341481607,0.21759162059442783,3.849457116328116
permutation,permuted_llm_a1p25,180,2.646089804053303,3.885843418677681,-0.6272200453734722,0.1257625049111354,3.204693636806484
permutation,permuted_gated_a1_d0p15,180,2.5874301663988906,3.6976302087378334,0.018260968742436146,0.2083999950159463,3.8501746509223924
permutation,permuted_llm_a1p25,181,2.6431820361287124,3.8697741803124357,-0.6504905464286792,0.13297807278455576,3.1814231357512766
permutation,permuted_gated_a1_d0p15,181,2.5766885407402493,3.6654155533213006,0.012487747758400947,0.2221331343312114,3.844401429938357
permutation,permuted_llm_a1p25,182,2.658203976019453,3.8997886630781813,-0.6594841166432497,0.11947644027048199,3.172429565536707
permutation,permuted_gated_a1_d0p15,182,2.589225846278498,3.6925302029764895,0.00699861394464631,0.21058213882255306,3.8389122961246023
permutation,permuted_llm_a1p25,183,2.616132159372832,3.8507727675061156,-0.6479649014112889,0.14147169220085698,3.183948780768667
permutation,permuted_gated_a1_d0p15,183,2.5567323672901376,3.656344205761173,0.011475369771500545,0.22597857502107221,3.8433890519514566
permutation,permuted_llm_a1p25,184,2.6532533089401995,3.9038246378586483,-0.6484569110973535,0.11765295180756963,3.1834567710826023
permutation,permuted_gated_a1_d0p15,184,2.5957550623160124,3.703206834249858,0.02023541141796493,0.20601047232612046,3.852149093597921
permutation,permuted_llm_a1p25,185,2.643868288207006,3.8789883941866923,-0.6635339038222697,0.12884427261703113,3.1683797783576866
permutation,permuted_gated_a1_d0p15,185,2.586953846406227,3.685667926731027,0.00502967615895598,0.21351355409406791,3.836943358338912
permutation,permuted_llm_a1p25,186,2.662134205905474,3.9069802323553398,-0.6457534307736951,0.11622591289980566,3.1861602514062612
permutation,permuted_gated_a1_d0p15,186,2.5833333583383493,3.68657059651858,0.01754037960318398,0.21312826464108658,3.8494540617831405
permutation,permuted_llm_a1p25,187,2.646039531239248,3.874009696498228,-0.6456244485420259,0.1310791014668089,3.1862892336379303
permutation,permuted_gated_a1_d0p15,187,2.584381439707664,3.6858699929019973,0.008237179388237459,0.21342731373587576,3.8401508615681936
permutation,permuted_llm_a1p25,188,2.638581461275194,3.863881996966447,-0.648723053613779,0.1356163470932763,3.183190628566177
permutation,permuted_gated_a1_d0p15,188,2.578725035788244,3.6688283138978983,0.007858099945364905,0.22068396210039842,3.839771782125321
permutation,permuted_llm_a1p25,189,2.6516446334987904,3.883108387407002,-0.6381698874806374,0.1269927271096939,3.1937437946993184
permutation,permuted_gated_a1_d0p15,189,2.579861770767586,3.6718808596401784,0.033500227164408106,0.21938660648852715,3.865413909344364
permutation,permuted_llm_a1p25,190,2.6262529502101875,3.8360613828736096,-0.6420582170969981,0.14801895686581812,3.1898554650829576
permutation,permuted_gated_a1_d0p15,190,2.571960430689831,3.6567577320024323,0.014037518349844265,0.2258034841364851,3.8459512005297998
permutation,permuted_llm_a1p25,191,2.66097975502991,3.9099542822332625,-0.6362796487580842,0.11487991755657623,3.1956340334218716
permutation,permuted_gated_a1_d0p15,191,2.5846053609505963,3.695576844497899,0.02332538742273821,0.20927893191937785,3.8552390696026944
permutation,permuted_llm_a1p25,192,2.6403794098112807,3.866087439147439,-0.6399272066826069,0.13462931269277767,3.1919864754973486
permutation,permuted_gated_a1_d0p15,192,2.587962354773776,3.683315921049389,0.009357648697921899,0.21451702504988313,3.8412713308778783
permutation,permuted_llm_a1p25,193,2.6556981619409674,3.9132384710693504,-0.6398845875334608,0.113392369560949,3.192029094646495
permutation,permuted_gated_a1_d0p15,193,2.589863785658186,3.7088784896810494,0.01843957713912062,0.20357653671899778,3.8503532593190766
permutation,permuted_llm_a1p25,194,2.642000678270623,3.876207786526088,-0.632020122489298,0.13009278064496843,3.199893559690658
permutation,permuted_gated_a1_d0p15,194,2.579640888423992,3.677892257999568,0.024989957834879135,0.21682856091677583,3.8569036400148353
permutation,permuted_llm_a1p25,195,2.6334568812503125,3.8862492647467812,-0.6373970429960484,0.12557988078506288,3.1945166391839077
permutation,permuted_gated_a1_d0p15,195,2.588143932583987,3.690375870558635,0.03744555070972789,0.21150301003319294,3.8693592328896838
permutation,permuted_llm_a1p25,196,2.6225877855175894,3.8441016191316426,-0.6425980926094643,0.14444377545326903,3.1893155895704917
permutation,permuted_gated_a1_d0p15,196,2.578078549151992,3.677977434502333,0.014574407803417682,0.21679228547855622,3.846488089983374
permutation,permuted_llm_a1p25,197,2.6267480542870816,3.83944907538696,-0.628259694188774,0.14651349385997137,3.203653987991182
permutation,permuted_gated_a1_d0p15,197,2.586658444758135,3.683963136811989,0.026453619655033848,0.21424095770274265,3.8583673018349898
permutation,permuted_llm_a1p25,198,2.6474314611537006,3.898180827864028,-0.6462462459825975,0.12020234880708391,3.1856674361973583
permutation,permuted_gated_a1_d0p15,198,2.577941043227054,3.6769760185231384,0.022182304896595444,0.2172187209094235,3.854095987076551
permutation,permuted_llm_a1p25,199,2.6238247694728862,3.8442731650331825,-0.6442531848297793,0.14436741408034137,3.1876604973501763
permutation,permuted_gated_a1_d0p15,199,2.579406164611152,3.6712528454662237,0.012673428067454584,0.2196536055393461,3.844587110247411
permutation,permuted_llm_a1p25,200,2.630888007303137,3.8890276798178394,-0.6403772969766128,0.1243291269913942,3.191536385203343
permutation,permuted_gated_a1_d0p15,200,2.5857612512002253,3.70307183046371,0.018842322832751866,0.20606836249715954,3.8507560050127077
permutation,permuted_llm_a1p25,201,2.6475339215660103,3.895892554883058,-0.6290748249679955,0.12123494652023681,3.202838857211961
permutation,permuted_gated_a1_d0p15,201,2.5867264288423204,3.6940774563570327,0.037125072302599954,0.20992043246379755,3.8690387544825557
permutation,permuted_llm_a1p25,202,2.6171327567237443,3.822968830191114,-0.6352330367139442,0.15382468838815966,3.196680645466012
permutation,permuted_gated_a1_d0p15,202,2.5741965982827297,3.657380240413999,0.00864337731374845,0.22553987090283567,3.840557059493704
permutation,permuted_llm_a1p25,203,2.646241125626245,3.878545334532082,-0.6404854624966411,0.1290432687848012,3.191428219683315
permutation,permuted_gated_a1_d0p15,203,2.5808381928007282,3.681773161072707,0.013860571068499503,0.21517488765950588,3.8457742532484556
permutation,permuted_llm_a1p25,204,2.6331181078104824,3.8442480896850677,-0.6504072273503629,0.14437857625017447,3.181506454829593
permutation,permuted_gated_a1_d0p15,204,2.5730060897733393,3.6602168366131878,0.01370542126561247,0.22433809125473214,3.8456191034455687
permutation,permuted_llm_a1p25,205,2.6527067914869487,3.860036707483437,-0.6211617995562281,0.13733593970329772,3.210751882623728
permutation,permuted_gated_a1_d0p15,205,2.577825633648899,3.6701843427212535,0.029516109197406742,0.22010777252934888,3.8614297913773625
permutation,permuted_llm_a1p25,206,2.641016947666884,3.9350386264186534,-0.6513306194141497,0.10348649663644194,3.1805830627658063
permutation,permuted_gated_a1_d0p15,206,2.588213692664572,3.71627654637092,0.013934666665365907,0.20039613472700335,3.8458483488453217
permutation,permuted_llm_a1p25,207,2.6482432755121796,3.882572516418955,-0.649091257377428,0.12723366140437453,3.182822424802528
permutation,permuted_gated_a1_d0p15,207,2.5871723836477734,3.679923116305338,0.015423546031111256,0.215963419017984,3.847337228211067
permutation,permuted_llm_a1p25,208,2.6385706388200814,3.87683644546744,-0.6303860355502837,0.1298105876724025,3.2015276466296725
permutation,permuted_gated_a1_d0p15,208,2.58246918834589,3.6838109056972113,0.03144843051757218,0.21430589565085378,3.863362112697528
permutation,permuted_llm_a1p25,209,2.6457307535287655,3.917378591649519,-0.6439170801799248,0.11151535426289161,3.187996602000031
permutation,permuted_gated_a1_d0p15,209,2.592033449463685,3.714151336578327,0.010636681885031944,0.20131040472314365,3.8425503640649876
permutation,permuted_llm_a1p25,210,2.653252097856615,3.8996734180826422,-0.6572001809131265,0.11952848126197779,3.1747135012668295
permutation,permuted_gated_a1_d0p15,210,2.5765904215570576,3.6818160666763737,0.009509431931827348,0.21515659560839284,3.8414231141117834
permutation,permuted_llm_a1p25,211,2.6298613241290147,3.8450206595991023,-0.633644301024881,0.14403463705740482,3.198269381155075
permutation,permuted_gated_a1_d0p15,211,2.567356953895401,3.6554786254791125,0.02170472468044923,0.22634500571931715,3.8536184068604054
permutation,permuted_llm_a1p25,212,2.641927918235937,3.933761058698116,-0.6467661243697203,0.10406853452387121,3.1851475578102355
permutation,permuted_gated_a1_d0p15,212,2.5841969262133526,3.7094486370356328,0.01769651967865761,0.20333165750086846,3.8496102018586136
permutation,permuted_llm_a1p25,213,2.6427439144558305,3.8537968138561154,-0.6378669835489991,0.14012274279590187,3.194046698630957
permutation,permuted_gated_a1_d0p15,213,2.5864731423902865,3.669679913505943,0.032307240907899715,0.22032213418160884,3.8642209230878555
permutation,permuted_llm_a1p25,214,2.6594910607823423,3.891450197800016,-0.6379833546533892,0.12323785723946368,3.1939303275265667
permutation,permuted_gated_a1_d0p15,214,2.5874923954170446,3.693506801244018,0.017830623495948755,0.21016451403812275,3.849744305675905
permutation,permuted_llm_a1p25,215,2.6349257129481813,3.865305236844458,-0.6580605769328151,0.134979447799212,3.173853105247141
