family,method,run,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_prediction_mean
permutation,permuted_gated_a1_d0p15,31,2.5826364869859675,3.6919856554005923,0.01611488519570256,0.21081495689665353,3.8480285673756587
permutation,permuted_llm_a1p25,32,2.6275753487814915,3.829585061975783,-0.6277083625748405,0.15089328258081303,3.2042053196051157
permutation,permuted_gated_a1_d0p15,32,2.5694783224541076,3.6597534391579547,0.03300696331789135,0.2245344823525569,3.8649206454978478
permutation,permuted_llm_a1p25,33,2.638045424156096,3.875438815357677,-0.6472392111543934,0.13043789486763657,3.184674471025563
permutation,permuted_gated_a1_d0p15,33,2.58019499056786,3.68455770088275,0.007927757286787254,0.21398730598176618,3.839841439466743
permutation,permuted_llm_a1p25,34,2.6453462011276883,3.8765610387737697,-0.6334472194923849,0.12993421810139938,3.1984664626875707
permutation,permuted_gated_a1_d0p15,34,2.5813711810138904,3.6682801529716,0.03375298864579558,0.22091682046896666,3.865666670825752
permutation,permuted_llm_a1p25,35,2.6345442484911863,3.875687425542999,-0.6483061319479261,0.1303263261186688,3.18360755023203
permutation,permuted_gated_a1_d0p15,35,2.5822353374682647,3.6875742738324546,0.021777099512038982,0.21269975104193595,3.853690781691995
permutation,permuted_llm_a1p25,36,2.601132602385608,3.8419540619032984,-0.6446949103856152,0.14539944359365897,3.1872187717943405
permutation,permuted_gated_a1_d0p15,36,2.5574652536155007,3.6566367431842384,0.016268399343338912,0.2258547139847733,3.8481820815232948
permutation,permuted_llm_a1p25,37,2.6564592102649067,3.8629010209025045,-0.637646611141867,0.13605519695218204,3.1942670710380896
permutation,permuted_gated_a1_d0p15,37,2.5880388568348063,3.6770320206290275,0.02700830240916179,0.21719487646023972,3.858921984589118
permutation,permuted_llm_a1p25,38,2.6337172734953875,3.841679427406359,-0.6237240108283012,0.14552161809209307,3.208189671351655
permutation,permuted_gated_a1_d0p15,38,2.5832208653822906,3.6750336515283815,0.03756610221466837,0.21804551277512174,3.869479784394624
permutation,permuted_llm_a1p25,39,2.6583951160125174,3.8995838111414236,-0.6446942006458206,0.11956894385703276,3.1872194815341355
permutation,permuted_gated_a1_d0p15,39,2.5884054108440133,3.693811754077026,0.011247701838592814,0.21003408378558797,3.843161384018549
permutation,permuted_llm_a1p25,40,2.6512612307889887,3.9033450963232315,-0.6436887094506129,0.11786971158014392,3.188224972729343
permutation,permuted_gated_a1_d0p15,40,2.5760388855773817,3.6781975516553493,0.021154810305705988,0.2166985368821197,3.853068492485662
permutation,permuted_llm_a1p25,41,2.645576334775709,3.8972107793474136,-0.6349426184747005,0.12064016339577643,3.1969710637052553
permutation,permuted_gated_a1_d0p15,41,2.5855534321369253,3.6932093916568975,0.023517873129678353,0.21029170762453497,3.855431555309634
permutation,permuted_llm_a1p25,42,2.6224222149319525,3.8545526726633503,-0.6323065604452198,0.13978540817891005,3.1996071217347364
permutation,permuted_gated_a1_d0p15,42,2.576722326424693,3.68390636583066,0.02615374558171605,0.2142651750830743,3.8580674277616724
permutation,permuted_llm_a1p25,43,2.653974021686287,3.880399585615586,-0.6453225768918734,0.1282102974693079,3.186591105288082
permutation,permuted_gated_a1_d0p15,43,2.5952476718593305,3.688146275815567,0.016571132658100514,0.2124554862773299,3.8484848148380566
permutation,permuted_llm_a1p25,44,2.6234551133663406,3.848647084387682,-0.6267385302008108,0.14241927105768348,3.205175151979145
permutation,permuted_gated_a1_d0p15,44,2.5742512299715123,3.6694128689461922,0.02749936441706228,0.22043560519902838,3.8594130465970182
permutation,permuted_llm_a1p25,45,2.6227239495716845,3.8586462346797745,-0.6498515594881723,0.1379573300992445,3.1820621226917836
permutation,permuted_gated_a1_d0p15,45,2.5646135468365783,3.6647195576347107,0.006157828962770315,0.22242851179940348,3.8380715111427266
permutation,permuted_llm_a1p25,46,2.614502163334032,3.8485393995248387,-0.6365544615767548,0.14246726047796354,3.1953592206032018
permutation,permuted_gated_a1_d0p15,46,2.5639075823537367,3.662533736114644,0.011840632392254656,0.22335580000947453,3.8437543145722106
permutation,permuted_llm_a1p25,47,2.621883445347767,3.844883642686325,-0.651494581743316,0.14409564044448442,3.1804191004366404
permutation,permuted_gated_a1_d0p15,47,2.57694704869452,3.672845961660834,0.01763827925670255,0.2189762061521503,3.8495519614366587
permutation,permuted_llm_a1p25,48,2.644113616551106,3.8947343116710886,-0.6727885687029405,0.12175738000371872,3.1591251134770153
permutation,permuted_gated_a1_d0p15,48,2.5732245466650006,3.6731702614446027,-0.004113204918757335,0.21883827658350208,3.827800477261199
permutation,permuted_llm_a1p25,49,2.6362710525004296,3.8605858343806894,-0.6500943247156662,0.1370904779267802,3.1818193574642897
permutation,permuted_gated_a1_d0p15,49,2.580566663043494,3.6789857751652044,0.011786099570659183,0.21636278396245756,3.8436997817506153
permutation,permuted_llm_a1p25,50,2.6488839473578114,3.8945590032211292,-0.64599374053673,0.12183644053776632,3.1859199416432262
permutation,permuted_gated_a1_d0p15,50,2.583446128173114,3.6913908892114278,0.008788695280117548,0.2110692064071561,3.8407023774600733
permutation,permuted_llm_a1p25,51,2.6278552733674365,3.8320793936411506,-0.6253949166797076,0.14978682144526778,3.206518765500248
permutation,permuted_gated_a1_d0p15,51,2.577160348045696,3.672028299398196,0.03286565275577346,0.2193239161317534,3.8647793349357293
permutation,permuted_llm_a1p25,52,2.6455855387368263,3.8819921193281974,-0.6485277848387335,0.12749457768094008,3.1833858973412226
permutation,permuted_gated_a1_d0p15,52,2.5737333899698682,3.6688248252178197,0.009272622278148403,0.2206854441992111,3.8411863044581045
permutation,permuted_llm_a1p25,53,2.654261348353119,3.867243334686488,-0.630884383107589,0.13411177258741291,3.201029299072367
permutation,permuted_gated_a1_d0p15,53,2.592654544122122,3.678428984514729,0.023682108453755617,0.21659996283982952,3.855595790633712
permutation,permuted_llm_a1p25,54,2.645171411962092,3.8418117268775647,-0.6384519900086635,0.14546276415241788,3.193461692171293
permutation,permuted_gated_a1_d0p15,54,2.5882584436950746,3.6683944777919244,0.021016584595365616,0.2208682582388486,3.8529302667753216
permutation,permuted_llm_a1p25,55,2.6520691289012155,3.8859363171091146,-0.6652055017893599,0.12572070381209632,3.166708180390596
permutation,permuted_gated_a1_d0p15,55,2.585895026348831,3.694471034655476,-0.0032970147670162387,0.20975206851327588,3.82861666741294
permutation,permuted_llm_a1p25,56,2.6612903665357206,3.905846776241602,-0.6377587897971105,0.11673862285889647,3.1941548923828456
permutation,permuted_gated_a1_d0p15,56,2.588041529189876,3.688376566899642,0.015168247885699405,0.21235713326823658,3.8470819300656554
permutation,permuted_llm_a1p25,57,2.649208385344537,3.8698526480503057,-0.6296334681800719,0.13294291107438871,3.202280213999884
permutation,permuted_gated_a1_d0p15,57,2.5853539730168245,3.680173098003383,0.03741834914955055,0.21585689426367116,3.869332031329507
permutation,permuted_llm_a1p25,58,2.659585868929361,3.904506235547324,-0.6683482018025148,0.11734481388315277,3.163565480377441
permutation,permuted_gated_a1_d0p15,58,2.587229026882354,3.6953574218278398,-0.005098601753713912,0.2093728263150504,3.826815080426242
permutation,permuted_llm_a1p25,59,2.628964968889281,3.862802465398966,-0.6364054861710259,0.1360992806232093,3.19550819600893
permutation,permuted_gated_a1_d0p15,59,2.5827716065330666,3.6895054503555174,0.016743704284182336,0.21187491945126946,3.8486573864641382
permutation,permuted_llm_a1p25,60,2.6281431168115863,3.865599141885623,-0.6384503299443645,0.13484789618764315,3.1934633522355917
permutation,permuted_gated_a1_d0p15,60,2.581879690322532,3.6864048027479197,0.022592362385092896,0.21319903800354056,3.854506044565049
permutation,permuted_llm_a1p25,61,2.642665900162294,3.874760318675909,-0.6313228797741985,0.1307423472840059,3.200590802405758
permutation,permuted_gated_a1_d0p15,61,2.5815865264002613,3.6832262569931387,0.02682194278735982,0.21455526707631523,3.8587356249673155
permutation,permuted_llm_a1p25,62,2.6382069169237146,3.8790739452389382,-0.6659117526903255,0.12880584553067032,3.16600192948963
permutation,permuted_gated_a1_d0p15,62,2.5755091062989517,3.6799795078047457,0.0048046791330246365,0.21593938952836855,3.8367183613129807
permutation,permuted_llm_a1p25,63,2.6345988377428555,3.8771343647248373,-0.6428999810038714,0.129676841434626,3.189013701176085
permutation,permuted_gated_a1_d0p15,63,2.576827980344507,3.681279087187615,0.029500362245068103,0.21538551202861456,3.861414044425024
permutation,permuted_llm_a1p25,64,2.6478351722238966,3.8785449782348076,-0.6487507326647752,0.129043428803297,3.1831629495151805
permutation,permuted_gated_a1_d0p15,64,2.5853098872655687,3.684577606061651,0.010569083471489178,0.21397881336646485,3.8424827656514453
