survey_year,households_with_trips,weighted_valid_purpose_trip_count,work_share,shopping_share,social_recreation_share,other_home_based_share,non_home_based_share
2017,117222,8.55313075138653,0.17669459833554227,0.2202592774334203,0.12010217476644408,0.20487278525423996,0.2780711642103534
2022,6187,5.026161403453087,0.20769258993509365,0.2419039268793497,0.151664692285672,0.23200219979380754,0.166736591106077
