ratio_min,ratio_p05,ratio_median,ratio_p95,ratio_max,raw_ratio_min,raw_ratio_p05,raw_ratio_median,raw_ratio_p95,raw_ratio_max,weighted_ratio_mean,clip_low,clip_high
0.9996976852416992,0.9996976852416992,0.9996976852416992,0.9996976852416992,5.424062728881836,0.00503690168261528,0.007575919385999441,0.009244832210242748,0.016423216089606285,0.10851405560970306,1.0000000037158154,0.02,20.0
