method,sample_size,seed,leaf,calibrated_leaf_value
llm_rule_small_hist_calibrated_n100,100,20270626,multi_worker_multi_vehicle,6.0406188084412
llm_rule_small_hist_calibrated_n100,100,20270626,nonworker_other,6.035587035639301
llm_rule_small_hist_calibrated_n100,100,20270626,urban_nonworker,6.765672761286985
llm_rule_small_hist_calibrated_n100,100,20270626,worker_vehicle_household,7.173701352038824
llm_rule_small_hist_calibrated_n100,100,20270627,carless_nonworker,5.7357100576615165
llm_rule_small_hist_calibrated_n100,100,20270627,carless_worker,6.243180724212432
llm_rule_small_hist_calibrated_n100,100,20270627,large_multi_vehicle,7.916057250657813
llm_rule_small_hist_calibrated_n100,100,20270627,multi_worker_multi_vehicle,7.646552366780126
llm_rule_small_hist_calibrated_n100,100,20270627,nonworker_other,5.526937910311433
llm_rule_small_hist_calibrated_n100,100,20270627,urban_nonworker,6.08107901696772
llm_rule_small_hist_calibrated_n100,100,20270627,worker_vehicle_household,5.4465890399296155
llm_rule_small_hist_calibrated_n100,100,20270628,carless_nonworker,5.984182124784461
llm_rule_small_hist_calibrated_n100,100,20270628,large_multi_vehicle,10.718842999165492
llm_rule_small_hist_calibrated_n100,100,20270628,multi_worker_multi_vehicle,9.068067609882943
llm_rule_small_hist_calibrated_n100,100,20270628,nonworker_other,7.564554315444342
llm_rule_small_hist_calibrated_n100,100,20270628,urban_nonworker,6.677120543746653
llm_rule_small_hist_calibrated_n100,100,20270628,worker_vehicle_household,6.898525625999541
llm_rule_small_hist_calibrated_n100,100,20270629,carless_nonworker,7.719390608349966
llm_rule_small_hist_calibrated_n100,100,20270629,carless_worker,7.719390608349966
llm_rule_small_hist_calibrated_n100,100,20270629,large_low_vehicle,7.8096443412395065
llm_rule_small_hist_calibrated_n100,100,20270629,large_multi_vehicle,12.14206064672761
llm_rule_small_hist_calibrated_n100,100,20270629,multi_worker_multi_vehicle,7.678925226293949
llm_rule_small_hist_calibrated_n100,100,20270629,nonworker_other,5.7352077392182315
llm_rule_small_hist_calibrated_n100,100,20270629,urban_nonworker,6.1430610732261
llm_rule_small_hist_calibrated_n100,100,20270629,worker_vehicle_household,7.263754324326038
llm_rule_small_hist_calibrated_n250,250,20285610,carless_nonworker,7.533382983573168
llm_rule_small_hist_calibrated_n250,250,20285610,carless_worker,7.8036660834141
llm_rule_small_hist_calibrated_n250,250,20285610,large_low_vehicle,8.278417234844973
llm_rule_small_hist_calibrated_n250,250,20285610,large_multi_vehicle,12.141251383196645
llm_rule_small_hist_calibrated_n250,250,20285610,multi_worker_multi_vehicle,9.036839666124989
llm_rule_small_hist_calibrated_n250,250,20285610,nonworker_other,6.117686356038462
llm_rule_small_hist_calibrated_n250,250,20285610,urban_nonworker,5.238725794290148
llm_rule_small_hist_calibrated_n250,250,20285610,worker_vehicle_household,7.157587763331104
llm_rule_small_hist_calibrated_n250,250,20285611,carless_nonworker,7.873311956489222
llm_rule_small_hist_calibrated_n250,250,20285611,carless_worker,7.866540557650846
llm_rule_small_hist_calibrated_n250,250,20285611,large_low_vehicle,7.734765018559664
llm_rule_small_hist_calibrated_n250,250,20285611,large_multi_vehicle,15.132963840928612
llm_rule_small_hist_calibrated_n250,250,20285611,multi_worker_multi_vehicle,9.567805833321355
llm_rule_small_hist_calibrated_n250,250,20285611,nonworker_other,7.050948665166612
llm_rule_small_hist_calibrated_n250,250,20285611,urban_nonworker,5.021387329332221
llm_rule_small_hist_calibrated_n250,250,20285611,worker_vehicle_household,6.5502567044010656
llm_rule_small_hist_calibrated_n250,250,20285612,carless_nonworker,7.124684367317987
llm_rule_small_hist_calibrated_n250,250,20285612,carless_worker,8.5355246306869
llm_rule_small_hist_calibrated_n250,250,20285612,large_low_vehicle,9.424462522422608
llm_rule_small_hist_calibrated_n250,250,20285612,large_multi_vehicle,13.857436440245868
llm_rule_small_hist_calibrated_n250,250,20285612,multi_worker_multi_vehicle,10.547584181659031
llm_rule_small_hist_calibrated_n250,250,20285612,nonworker_other,5.7770708196617955
llm_rule_small_hist_calibrated_n250,250,20285612,urban_nonworker,5.98368639164921
llm_rule_small_hist_calibrated_n250,250,20285612,worker_vehicle_household,7.0464424479595005
llm_rule_small_hist_calibrated_n250,250,20285613,carless_nonworker,7.395780584824195
llm_rule_small_hist_calibrated_n250,250,20285613,carless_worker,7.896402805351085
llm_rule_small_hist_calibrated_n250,250,20285613,large_low_vehicle,9.463507934542495
llm_rule_small_hist_calibrated_n250,250,20285613,large_multi_vehicle,16.049859704144758
llm_rule_small_hist_calibrated_n250,250,20285613,multi_worker_multi_vehicle,8.738568142731044
llm_rule_small_hist_calibrated_n250,250,20285613,nonworker_other,7.022497897014414
llm_rule_small_hist_calibrated_n250,250,20285613,urban_nonworker,5.493794320487517
llm_rule_small_hist_calibrated_n250,250,20285613,worker_vehicle_household,7.215669764866018
llm_rule_small_hist_calibrated_n250,250,20285614,carless_nonworker,5.612386676890544
llm_rule_small_hist_calibrated_n250,250,20285614,carless_worker,7.33543892740703
llm_rule_small_hist_calibrated_n250,250,20285614,large_low_vehicle,10.095106505238219
llm_rule_small_hist_calibrated_n250,250,20285614,large_multi_vehicle,9.729195166049049
llm_rule_small_hist_calibrated_n250,250,20285614,multi_worker_multi_vehicle,8.769319212978465
