method,sample_size,seed,calibration_rows,event_alpha,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_prediction_mean,exact_rounded_accuracy,within_2_trips,within_3_trips,weighted_within_2_trips,weighted_within_3_trips
llm_rule_small_hist_calibrated_n1000,1000,20360620,1000,1.0,2.8480303936761264,3.977673974355074,0.6362943465867075,0.08395416726065497,4.4682080287666635,0.12264031420245787,0.49664259470416827,0.6759153680476372,0.49362849745708604,0.6699164463723206
llm_rule_small_hist_calibrated_n1000,1000,20360621,1000,1.0,2.750916477210885,3.8123772114869388,0.4483906738025402,0.1585068877150252,4.280304355982495,0.1270746230837451,0.4993031800329406,0.675155200810845,0.4944062862708973,0.6674776934049819
llm_rule_small_hist_calibrated_n1000,1000,20360622,1000,1.0,2.7497979093817553,3.7810056213401793,0.4781903272751126,0.17229899619738442,4.310104009455069,0.12188014696566578,0.47852527556062335,0.6660331939693399,0.47652464644532067,0.6633827799296056
llm_rule_small_hist_calibrated_n1000,1000,20360623,1000,1.0,2.874409233937287,3.8714380519016984,0.8865502280332641,0.13223233247926625,4.718463910213221,0.11997972887368555,0.4539465349043456,0.631572279234765,0.4471746383570684,0.6245163947136535
llm_rule_small_hist_calibrated_n1000,1000,20360624,1000,1.0,2.7814614896858605,3.825174403164394,0.6078488630970432,0.15284804440257305,4.439762545276999,0.11972633979475485,0.4861269479285443,0.6712276700874192,0.4820605739605394,0.6617231447429388
llm_rule_small_hist_calibrated_n1000,1000,20360625,1000,1.0,2.7541721613777783,3.815783309405773,0.48867077845318296,0.15700258309896187,4.320584460633139,0.13049537564930952,0.5015836817433169,0.6768022298238946,0.5008535099565289,0.6704445662252431
llm_rule_small_hist_calibrated_n1000,1000,20360626,1000,1.0,2.8485595573363653,3.8976475429134525,0.6832640259439573,0.12044305121403309,4.515177708123914,0.11225136196629926,0.4745977448371975,0.6546306854174585,0.46554139184361976,0.6464211140570159
llm_rule_small_hist_calibrated_n1000,1000,20360627,1000,1.0,2.7139625311246527,3.7672852468931595,0.31932317249705877,0.17829515915105998,4.151236854677015,0.11845939440010135,0.48169263904725707,0.6857975421259344,0.4763709484952883,0.6808330148235032
llm_rule_small_hist_calibrated_n1000,1000,20360628,1000,1.0,2.662420045088121,3.749455493548064,0.18236214581522792,0.18605465923774278,4.014275827995184,0.12416064867604207,0.50994552134803,0.6906119346256177,0.5079372089786093,0.6890773888637175
llm_rule_small_hist_calibrated_n1000,1000,20360629,1000,1.0,2.8184995812972677,3.885636619904677,0.6416082028684236,0.12585555365813827,4.473521885048379,0.11972633979475485,0.4877739769415938,0.6628658304827062,0.48018046639766715,0.6575345456319516
