test_rows,mae,rmse,bias,r2,weighted_mae,weighted_rmse,weighted_bias,weighted_target_mean,weighted_prediction_mean,device,method
129696,3.73120495488386,5.029827995546149,0.8299909653213329,0.2505123431756555,4.127186474911885,5.609014249206285,1.222986879020947,7.8003259145462005,9.023312793567149,cuda,routine_2001_2009_to_2017
129696,3.5639594999569852,4.862254948202413,-0.07627506914810302,0.29962010422845564,3.8867049347459797,5.340207395812662,0.19450273902328097,7.8003259145462005,7.994828653569482,cuda,placebo_global_2022_suppression_a0p25
129696,3.544317625498281,4.91380142725345,-0.9825411051974323,0.2846914410255813,3.81809891172285,5.327776271282347,-0.833981402042178,7.8003259145462005,6.966344512504023,cuda,placebo_global_2022_suppression_a0p5
129696,3.6836865609221054,5.177927715497027,-1.8888076148455462,0.2057262970823992,3.935173589999855,5.573436791486208,-1.8624660820626466,7.8003259145462005,5.9378598324835545,cuda,placebo_global_2022_suppression_a0p75
129696,3.9836778129857007,5.624766068858248,-2.7950736505009073,0.06272475337119088,4.249670357691302,6.04580891237384,-2.8909502236447953,7.8003259145462005,4.909375690901406,cuda,placebo_global_2022_suppression_a1
129696,4.453270568550755,6.215031696447986,-3.70133968538706,-0.14431321422203536,4.7632470484031435,6.6970906978633264,-3.919434365082386,7.8003259145462005,3.8808915494638154,cuda,placebo_global_2022_suppression_a1p25
