method,seed,calibration_fraction,calibration_rows,test_rows,mae,rmse,bias,r2,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_target_mean,weighted_prediction_mean,device
poisson_glm_l2,42,0.0,0,7893,4.013880198294085,5.045580943534286,3.182244525990904,-0.516423341704203,4.336760900504968,5.438342696768295,3.617773339214264,-0.712347792021546,3.831913682179956,7.44968702139422,cpu
tweedie_glm_p1p5,42,0.0,0,7893,4.044803540320839,5.15413917436604,3.2193197905355584,-0.5823785531732819,4.376143302996951,5.575711736650973,3.6676954657223417,-0.7999459385573076,3.831913682179956,7.499609147902298,cpu
