domain,column_name,year_count,years
trip,PARK,1,2022
trip,PARK2,1,2022
trip,PARK2_PAMOUNT,1,2022
trip,PARK2_PAYTYPE,1,2022
trip,PASSPURP,1,2001
trip,PAYTOLL,1,2009
trip,PERSONID,4,2001;2009;2017;2022
trip,PRMACT,4,2001;2009;2017;2022
trip,PROXCAT,1,2001
trip,PROXY,4,2001;2009;2017;2022
trip,PSGR_FLG,4,2001;2009;2017;2022
trip,PUBTRANS,3,2009;2017;2022
trip,PUBTYPE,1,2001
trip,RAIL,4,2001;2009;2017;2022
trip,R_AGE,4,2001;2009;2017;2022
trip,R_AGEWGT,1,2001
trip,R_AGE_IMP,1,2017
trip,R_HISP,1,2022
trip,R_RACE,1,2022
trip,R_RELAT,1,2001
trip,R_SEX,4,2001;2009;2017;2022
trip,R_SEX_IMP,2,2017;2022
trip,SEQ_TRIPID,1,2022
trip,SMPLAREA,1,2001
trip,SMPLFIRM,1,2001
trip,SMPLSRCE,2,2001;2017
trip,STRATUMID,1,2022
trip,STRTHR,1,2001
trip,STRTMIN,1,2001
trip,STRTTIME,4,2001;2009;2017;2022
trip,TDAYDATE,4,2001;2009;2017;2022
trip,TDBOA911,1,2001
trip,TDCASEID,4,2001;2009;2017;2022
trip,TDMSDTRP,1,2001
trip,TDTRPNUM,3,2001;2009;2017
trip,TDWKND,4,2001;2009;2017;2022
trip,TPOVRLAP,1,2001
trip,TRACC1,2,2001;2009
trip,TRACC2,2,2001;2009
trip,TRACC3,2,2001;2009
trip,TRACC4,2,2001;2009
trip,TRACC5,2,2001;2009
trip,TRACCTM,3,2001;2009;2017
trip,TRACC_BUS,1,2017
trip,TRACC_CRL,1,2017
trip,TRACC_OTH,1,2017
trip,TRACC_POV,1,2017
trip,TRACC_SUB,1,2017
trip,TRACC_WLK,1,2017
trip,TRAVDAY,4,2001;2009;2017;2022
trip,TREGR1,2,2001;2009
trip,TREGR2,2,2001;2009
trip,TREGR3,2,2001;2009
trip,TREGR4,2,2001;2009
trip,TREGR5,2,2001;2009
trip,TREGRTM,3,2001;2009;2017
trip,TREGR_BUS,1,2017
trip,TREGR_CRL,1,2017
trip,TREGR_OTH,1,2017
trip,TREGR_POV,1,2017
trip,TREGR_SUB,1,2017
trip,TREGR_WLK,1,2017
trip,TRIPID,1,2022
trip,TRIPMODE,1,2022
trip,TRIPPURP,4,2001;2009;2017;2022
trip,TRPACCMP,2,2009;2017
trip,TRPBLKS,1,2001
trip,TRPDIST,1,2001
trip,TRPHHACC,3,2001;2009;2017
trip,TRPHHVEH,4,2001;2009;2017;2022
trip,TRPMILAD,1,2017
trip,TRPMILES,4,2001;2009;2017;2022
trip,TRPNUMSQ,1,2001
trip,TRPPUB,1,2001
trip,TRPTRANS,4,2001;2009;2017;2022
trip,TRVLCMIN,4,2001;2009;2017;2022
trip,TRVL_MIN,2,2001;2009
trip,TRWAITTM,3,2001;2009;2017
trip,URBAN,4,2001;2009;2017;2022
trip,URBANSIZE,3,2009;2017;2022
trip,URBRUR,4,2001;2009;2017;2022
trip,USEINTST,1,2009
trip,USEPUBTR,1,2009
trip,VEHCASEID,1,2022
trip,VEHID,4,2001;2009;2017;2022
trip,VEHTYPE,4,2001;2009;2017;2022
trip,VEHUSED,1,2001
trip,VMT_MILE,3,2009;2017;2022
trip,WALK,1,2022
trip,WHODROVE,4,2001;2009;2017;2022
trip,WHODROVE_IMP,1,2022
trip,WHYFROM,4,2001;2009;2017;2022
trip,WHYTO,4,2001;2009;2017;2022
trip,WHYTRP01,1,2001
trip,WHYTRP1S,4,2001;2009;2017;2022
trip,WHYTRP90,4,2001;2009;2017;2022
trip,WORKER,4,2001;2009;2017;2022
trip,WRKCOUNT,4,2001;2009;2017;2022
trip,WTTRDFIN,4,2001;2009;2017;2022
trip,WTTRDFIN2D,1,2022
trip,WTTRDFIN5D,1,2022
trip,WTTRDNTL,1,2001
vehicle,ANMLTYR,1,2001
vehicle,ANNMILES,4,2001;2009;2017;2022
vehicle,ANNUALZD,1,2001
vehicle,ANN_FLG,1,2001
vehicle,ANULZDSE,1,2001
vehicle,BEGTRAV,1,2001
vehicle,BESTMILE,3,2001;2009;2017
vehicle,BEST_EDT,3,2001;2009;2017
vehicle,BEST_FLG,3,2001;2009;2017
vehicle,BEST_OUT,3,2001;2009;2017
vehicle,BTUCOST,1,2001
vehicle,BTUTCOST,1,2001
vehicle,BTUYEAR,1,2001
vehicle,CDIVMSAR,4,2001;2009;2017;2022
vehicle,CENSUS_D,4,2001;2009;2017;2022
vehicle,CENSUS_R,4,2001;2009;2017;2022
vehicle,COMMERCIALFREQ,1,2022
vehicle,DRVRCNT,4,2001;2009;2017;2022
vehicle,EIADMPG,2,2001;2009
vehicle,ENDTRAV,1,2001
vehicle,EPATMPG,2,2001;2009
vehicle,EPATMPGF,2,2001;2009
vehicle,ESTMILES,1,2001
vehicle,ESTMLCAT,1,2001
vehicle,EXPFLHHN,1,2001
vehicle,EXPFLLHH,1,2001
vehicle,FEGEMPG,1,2017
vehicle,FEGEMPGA,1,2017
vehicle,FEGEMPGF,1,2017
vehicle,FLAG100,1,2009
vehicle,FUELTYPE,3,2001;2009;2017
vehicle,GSCOST,3,2001;2009;2017
vehicle,GSTOTCST,3,2001;2009;2017
vehicle,GSYRGAL,3,2001;2009;2017
vehicle,HBHRESDN,1,2001
vehicle,HBHTNRNT,4,2001;2009;2017;2022
vehicle,HBHUR,4,2001;2009;2017;2022
vehicle,HBPPOPDN,4,2001;2009;2017;2022
vehicle,HBRESDN,3,2009;2017;2022
vehicle,HFUEL,1,2017
vehicle,HHC_MSA,2,2001;2009
vehicle,HHFAMINC,4,2001;2009;2017;2022
vehicle,HHFAMINC_IMP,1,2022
vehicle,HHINCTTL,1,2001
vehicle,HHR_HISP,1,2001
vehicle,HHR_RACE,1,2001
vehicle,HHSIZE,4,2001;2009;2017;2022
vehicle,HHSTATE,3,2001;2009;2017
vehicle,HHSTFIPS,3,2001;2009;2017
vehicle,HHVEHCNT,4,2001;2009;2017;2022
vehicle,HHVEHUSETIME_DEL,1,2022
vehicle,HHVEHUSETIME_OTH,1,2022
vehicle,HHVEHUSETIME_RS,1,2022
vehicle,HH_CBSA,2,2009;2017
vehicle,HH_HISP,3,2009;2017;2022
vehicle,HH_RACE,3,2009;2017;2022
vehicle,HOMEOWN,4,2001;2009;2017;2022
vehicle,HOMETYPE,2,2001;2009
vehicle,HOUSEID,4,2001;2009;2017;2022
vehicle,HTEEMPDN,4,2001;2009;2017;2022
vehicle,HTHRESDN,1,2001
vehicle,HTHTNRNT,4,2001;2009;2017;2022
vehicle,HTHUR,1,2001
vehicle,HTPPOPDN,4,2001;2009;2017;2022
vehicle,HTRESDN,3,2009;2017;2022
vehicle,HYBRID,3,2009;2017;2022
vehicle,IMPTRACE,1,2001
vehicle,LANG,1,2001
vehicle,LIF_CYC,4,2001;2009;2017;2022
vehicle,MAINDRVR,1,2001
vehicle,MAKE,2,2017;2022
vehicle,MAKECODE,2,2001;2009
vehicle,MODEL,1,2017
vehicle,MODLCODE,2,2001;2009
vehicle,MSACAT,4,2001;2009;2017;2022
vehicle,MSAPOP,1,2001
vehicle,MSASIZE,4,2001;2009;2017;2022
vehicle,NUMADLT,4,2001;2009;2017;2022
vehicle,OD_READ,2,2009;2017
vehicle,OD_READ1,1,2001
vehicle,OD_READ2,1,2001
vehicle,OWNUNIT,1,2001
vehicle,PERSONID,2,2009;2017
vehicle,RAIL,4,2001;2009;2017;2022
vehicle,RATIO16V,1,2001
vehicle,RATIO16W,1,2001
vehicle,RATIOWV,1,2001
vehicle,READATE1,1,2001
vehicle,READATE2,1,2001
vehicle,READDIFF,1,2001
vehicle,SMPLAREA,1,2001
vehicle,SMPLFIRM,1,2001
vehicle,SMPLSRCE,2,2001;2017
vehicle,STRATUMID,1,2022
vehicle,TDAYDATE,4,2001;2009;2017;2022
vehicle,TDBOA911,1,2001
vehicle,TRAVDAY,4,2001;2009;2017;2022
vehicle,URBAN,4,2001;2009;2017;2022
vehicle,URBANSIZE,3,2009;2017;2022
vehicle,URBRUR,4,2001;2009;2017;2022
vehicle,VEH12MNT,1,2001
vehicle,VEHAGE,4,2001;2009;2017;2022
vehicle,VEHCASEID,1,2022
vehicle,VEHCOMM,1,2009
vehicle,VEHCOMMERCIAL,1,2022
vehicle,VEHCOM_DEL,1,2022
vehicle,VEHCOM_OTH,1,2022
vehicle,VEHCOM_RS,1,2022
vehicle,VEHFUEL,1,2022
vehicle,VEHID,4,2001;2009;2017;2022
vehicle,VEHMILES,1,2001
vehicle,VEHMLCAT,1,2001
vehicle,VEHOWNED,2,2017;2022
vehicle,VEHOWNMO,4,2001;2009;2017;2022
vehicle,VEHTYPE,4,2001;2009;2017;2022
vehicle,VEHYEAR,4,2001;2009;2017;2022
vehicle,VHCASEID,1,2001
vehicle,VTYPFUEL,1,2001
vehicle,WHOMAIN,4,2001;2009;2017;2022
vehicle,WRKCOUNT,4,2001;2009;2017;2022
vehicle,WTHHFIN,4,2001;2009;2017;2022
vehicle,WTHHFIN2D,1,2022
vehicle,WTHHFIN5D,1,2022
vehicle,WTHHNTL,1,2001
