survey_year,households_with_trips,weighted_valid_trip_count,private_vehicle_share,walk_share,bike_share,transit_share,taxi_ridehail_share,other_share
2017,117222,8.55336361099964,0.8178934411475923,0.10495502639643631,0.010028183401850348,0.0406165696730385,0.005430140440820289,0.021076638940262175
2022,6188,5.029876767002897,0.8586358477298714,0.08657348486228593,0.009154097379984157,0.018661503524201414,0.004984799001097871,0.021990267502559138
