method,rows,weight_sum,weighted_mae,weighted_rmse,weighted_bias,abs_weighted_bias,weighted_target_mean,weighted_prediction_mean,subgroup_column,subgroup_value
global_trip_suppression_a1p25,967,19001129.40531972,2.938791414004285,4.175796438442326,-1.0528189627941684,1.0528189627941684,4.724004375922511,3.6711854131283412,HHSIZE,3
cohort_trip_suppression_a1,967,19001129.40531972,2.983541200076944,3.9974477260416617,0.36805540314140817,0.36805540314140817,4.724004375922511,5.092059779063919,HHSIZE,3
primary_gated_adapter,967,19001129.40531972,2.9035998999209025,4.002697123514047,-0.10790654786419708,0.10790654786419708,4.724004375922511,4.6160978280583125,HHSIZE,3
historical_xgboost,786,15515882.315177334,6.137309565327825,7.017456346673153,5.033193729651026,5.033193729651026,5.998833773862497,11.032027503513525,HHSIZE,4
global_trip_suppression_a1,786,15515882.315177334,3.6503392746802987,4.892627317077467,-0.13238805000496667,0.13238805000496667,5.998833773862497,5.866445723857532,HHSIZE,4
global_trip_suppression_a1p25,786,15515882.315177334,3.7013252087498425,5.138210351744362,-1.423783495473166,1.423783495473166,5.998833773862497,4.575050278389332,HHSIZE,4
cohort_trip_suppression_a1,786,15515882.315177334,3.6145130452384953,4.7696801020096125,0.3927391445430218,0.3927391445430218,5.998833773862497,6.391572918405519,HHSIZE,4
primary_gated_adapter,786,15515882.315177334,3.561921406879212,4.82849206716281,-0.2620502920896849,0.2620502920896849,5.998833773862497,5.736783481772814,HHSIZE,4
historical_xgboost,343,7521882.49142153,7.473354137571705,8.692325109504734,5.840083897323465,5.840083897323465,7.213571443738234,13.053655341061697,HHSIZE,5
global_trip_suppression_a1,343,7521882.49142153,4.808312569200521,6.338461748545015,-0.272094868951605,0.272094868951605,7.213571443738234,6.941476574786629,HHSIZE,5
global_trip_suppression_a1p25,343,7521882.49142153,4.734764203833489,6.614148955271274,-1.8001395534440434,1.8001395534440434,7.213571443738234,5.4134318902941905,HHSIZE,5
cohort_trip_suppression_a1,343,7521882.49142153,4.750535471952468,6.216401142357046,0.32269638399784634,0.32269638399784634,7.213571443738234,7.53626782773608,HHSIZE,5
primary_gated_adapter,343,7521882.49142153,4.70907790735122,6.28814287912884,-0.4083473728043479,0.4083473728043479,7.213571443738234,6.805224070933886,HHSIZE,5
historical_xgboost,123,2635515.1905298526,8.3778366433052,9.437028977622047,7.729757351573268,7.729757351573268,6.262590473280717,13.992347824853985,HHSIZE,6
global_trip_suppression_a1,123,2635515.1905298526,4.034890183623813,5.090160275138908,1.1780498999346962,1.1780498999346962,6.262590473280717,7.440640373215413,HHSIZE,6
global_trip_suppression_a1p25,123,2635515.1905298526,3.58363709976365,4.940552838185109,-0.45987698375845054,0.45987698375845054,6.262590473280717,5.802713489522267,HHSIZE,6
cohort_trip_suppression_a1,123,2635515.1905298526,4.458109095606371,5.566545921006872,1.4305309079897777,1.4305309079897777,6.262590473280717,7.693121381270496,HHSIZE,6
primary_gated_adapter,123,2635515.1905298526,3.976006409659672,5.18545492022794,0.795127998286135,0.795127998286135,6.262590473280717,7.057718471566853,HHSIZE,6
