method,rows,weight_sum,weighted_mae,weighted_rmse,weighted_bias,abs_weighted_bias,weighted_target_mean,weighted_prediction_mean,subgroup_column,subgroup_value
historical_xgboost,2271,36408704.97134426,2.3459737156676757,2.677085422756555,1.9712489257273695,1.9712489257273695,1.7646800139423304,3.7359289396696993,HHSIZE,1
global_trip_suppression_a1,2271,36408704.97134426,1.395216280630126,1.8189755136644075,0.22195611026671383,0.22195611026671383,1.7646800139423304,1.986636124209044,HHSIZE,1
global_trip_suppression_a1p25,2271,36408704.97134426,1.3771946945682425,1.8257517232699665,-0.21536709480438615,0.21536709480438615,1.7646800139423304,1.549312919137944,HHSIZE,1
cohort_trip_suppression_a1,2271,36408704.97134426,1.368388106198946,1.8030871525252645,0.0037629510238772887,0.0037629510238772887,1.7646800139423304,1.7684429649662075,HHSIZE,1
primary_gated_adapter,2271,36408704.97134426,1.3516452866945134,1.7945092229481325,0.02475895969184513,0.02475895969184513,1.7646800139423304,1.7894389736341751,HHSIZE,1
historical_xgboost,3339,44750885.62745042,4.0668189444367595,4.571531132023727,3.427249614564765,3.427249614564765,3.507098587336825,6.9343482019015905,HHSIZE,2
global_trip_suppression_a1,3339,44750885.62745042,2.323702772382297,3.0299649633490557,0.18034484399476494,0.18034484399476494,3.507098587336825,3.6874434313315905,HHSIZE,2
global_trip_suppression_a1p25,3339,44750885.62745042,2.289731058891626,3.0972146414384563,-0.6313813484653186,0.6313813484653186,3.507098587336825,2.8757172388715064,HHSIZE,2
cohort_trip_suppression_a1,3339,44750885.62745042,2.36379849388891,3.037917333767929,0.37155036061224544,0.37155036061224544,3.507098587336825,3.8786489479490704,HHSIZE,2
primary_gated_adapter,3339,44750885.62745042,2.2983313942835335,3.021061118905013,0.08068894513463881,0.08068894513463881,3.507098587336825,3.5877875324714643,HHSIZE,2
historical_xgboost,967,19001129.40531972,5.071495992734984,5.759460549840801,4.128492533114292,4.128492533114292,4.724004375922511,8.852496909036802,HHSIZE,3
global_trip_suppression_a1,967,19001129.40531972,2.9626491420277516,4.020867444985953,-0.016556660121087263,0.016556660121087263,4.724004375922511,4.707447715801423,HHSIZE,3
